"","guid","accn_number","spec_locality","scientific_name","genus","species","other","dec_lat","dec_long","coll_method","genus_species"
"3592","MVZ:Bird:190941","14848","151 Ardith Drive, Orinda","Aphelocoma californica californica","Aphelocoma","californica","californica",37.84897,-122.14883,"salvage","Aphelocoma californica"
"3593","MVZ:Bird:190937","14848","732 Pinole Valley Rd., Pinole","Aphelocoma californica californica","Aphelocoma","californica","californica",38.00608,-122.28906,"salvage","Aphelocoma californica"
"3594","MVZ:Bird:191013","14848","3888 Quail Ridge Rd., Lafayette","Melozone crissalis petulans","Melozone","crissalis","petulans",37.89925,-122.13978,"salvage","Melozone crissalis"
"3595","MVZ:Bird:191014","14848","3467 Cashmere Street, Danville","Melozone crissalis petulans","Melozone","crissalis","petulans",37.79797,-121.88023,"salvage","Melozone crissalis"
"3596","MVZ:Bird:191015","14848","3467 Cashmere Street, Danville","Melozone crissalis petulans","Melozone","crissalis","petulans",37.79797,-121.88023,"salvage","Melozone crissalis"
"3597","MVZ:Bird:191016","14848","4011 Lilac Ridge Rd., San Ramon","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.77806,-121.94346,"salvage","Euphagus cyanocephalus"
"3598","MVZ:Bird:190790","14848","10 Cherry Way, Walnut Creek","Zenaida macroura marginella","Zenaida","macroura","marginella",37.92014,-122.0546,"salvage","Zenaida macroura"
"3599","MVZ:Bird:190791","14848","291 Shady Glen Rd., Walnut Creek","Zenaida macroura marginella","Zenaida","macroura","marginella",37.89372,-122.04401,"salvage","Zenaida macroura"
"3600","MVZ:Bird:190792","14848","1406 San Carlos Ave., Concord","Zenaida macroura marginella","Zenaida","macroura","marginella",37.97154,-122.02498,"salvage","Zenaida macroura"
"3601","MVZ:Bird:190793","14848","23 Hartwood Court, Lafayette","Zenaida macroura marginella","Zenaida","macroura","marginella",37.86101,-122.08867,"salvage","Zenaida macroura"
"3602","MVZ:Bird:190794","14848","161 Vernal Drive, Alamo","Zenaida macroura marginella","Zenaida","macroura","marginella",37.86336,-122.0304,"salvage","Zenaida macroura"
"3603","MVZ:Bird:190869","14848","1357 Oakland Blvd., Walnut Creek","Tyto alba pratincola","Tyto","alba","pratincola",37.89784,-122.07052,"salvage","Tyto alba"
"3604","MVZ:Bird:190870","14848","7468 Hillsboro Court, Pleasanton","Tyto alba pratincola","Tyto","alba","pratincola",37.68528,-121.92719,"salvage","Tyto alba"
"3605","MVZ:Bird:190871","14848","34 Amador Street, Oakley","Tyto alba pratincola","Tyto","alba","pratincola",37.99327,-121.71469,"salvage","Tyto alba"
"3606","MVZ:Bird:190872","14848","40 Velasco Court, Danville","Tyto alba pratincola","Tyto","alba","pratincola",37.78906,-121.9794,"salvage","Tyto alba"
"3607","MVZ:Bird:190942","14848","203 Eaton Court, Benicia","Aphelocoma californica californica","Aphelocoma","californica","californica",38.0743,-122.15976,"salvage","Aphelocoma californica"
"3608","MVZ:Bird:190943","14848","30 Horten Court, Pleasant Hill","Corvus brachyrhynchos hesperis","Corvus","brachyrhynchos","hesperis",37.94529,-122.07111,"salvage","Corvus brachyrhynchos"
"3609","MVZ:Bird:190944","14848","55 Sequoyah View Drive, Oakland","Cyanocitta stelleri carbonacea","Cyanocitta","stelleri","carbonacea",37.76175,-122.14023,"salvage","Cyanocitta stelleri"
"3610","MVZ:Bird:190945","14848","6021 Romany Rd., Oakland","Cyanocitta stelleri carbonacea","Cyanocitta","stelleri","carbonacea",37.84365,-122.23474,"salvage","Cyanocitta stelleri"
"3611","MVZ:Bird:190946","14848","Pleasanton","Petrochelidon pyrrhonota pyrrhonota","Petrochelidon","pyrrhonota","pyrrhonota",37.666508,-121.877426,"salvage","Petrochelidon pyrrhonota"
"3612","MVZ:Bird:191021","14848","4512 Waterford Way, Oakley","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.99112,-121.70162,"salvage","Euphagus cyanocephalus"
"3613","MVZ:Bird:191022","14848","100 Sunset Drive, San Ramon","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.76174,-121.96124,"salvage","Euphagus cyanocephalus"
"3614","MVZ:Bird:191023","14848","3 Serramonte Center, Daly City","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.6696,-122.46941,"salvage","Euphagus cyanocephalus"
"3615","MVZ:Bird:191024","14848","3 Serramonte Center, Daly City","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.6696,-122.46941,"salvage","Euphagus cyanocephalus"
"3616","MVZ:Bird:191025","14848","2532 Via Espada, Pleasanton","Molothrus ater obscurus","Molothrus","ater","obscurus",37.66777,-121.8975,"salvage","Molothrus ater"
"3617","MVZ:Bird:190795","14848","3820 Lornell Court, Concord","Zenaida macroura marginella","Zenaida","macroura","marginella",37.9638,-122.00704,"salvage","Zenaida macroura"
"3618","MVZ:Bird:190796","14848","2236 Maidenhair Way, San Ramon","Zenaida macroura marginella","Zenaida","macroura","marginella",37.77073,-121.90968,"salvage","Zenaida macroura"
"3619","MVZ:Bird:190797","14848","Sacramento near Hwy. 80","Zenaida macroura marginella","Zenaida","macroura","marginella",38.640592,-121.472427,"salvage","Zenaida macroura"
"3620","MVZ:Bird:190873","14848","196 Beechnut Drive, Hercules","Tyto alba pratincola","Tyto","alba","pratincola",37.99914,-122.24307,"salvage","Tyto alba"
"3621","MVZ:Bird:190874","14848","3239 Colusa Street, Pinole","Tyto alba pratincola","Tyto","alba","pratincola",37.98817,-122.27817,"salvage","Tyto alba"
"3622","MVZ:Bird:190876","14848","40 Mount Tamalpais, Clayton","Tyto alba pratincola","Tyto","alba","pratincola",37.92801,-121.93668,"salvage","Tyto alba"
"3623","MVZ:Bird:190947","14848","8603 Canyon Creek Circle, Pleasanton","Petrochelidon pyrrhonota pyrrhonota","Petrochelidon","pyrrhonota","pyrrhonota",37.69705,-121.95262,"salvage","Petrochelidon pyrrhonota"
"3624","MVZ:Bird:190948","14848","10970 Crow Canyon Rd., Castro Valley","Petrochelidon pyrrhonota pyrrhonota","Petrochelidon","pyrrhonota","pyrrhonota",37.76739,-122.01477,"salvage","Petrochelidon pyrrhonota"
"3625","MVZ:Bird:190949","14848","Alhambra Valley Rd., Martinez","Baeolophus inornatus inornatus","Baeolophus","inornatus","inornatus",37.962399,-122.184922,"salvage","Baeolophus inornatus"
"3626","MVZ:Bird:190950","14848","Rosefield Way, Menlo Park","Baeolophus inornatus inornatus","Baeolophus","inornatus","inornatus",37.44311,-122.19299,"salvage","Baeolophus inornatus"
"3627","MVZ:Bird:190951","14848","217 Tuolumne Ave., Martinez","Poecile rufescens barlowi","Poecile","rufescens","barlowi",37.9962,-122.12496,"salvage","Poecile rufescens"
"3628","MVZ:Bird:190727","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3629","MVZ:Bird:190728","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3630","MVZ:Bird:190729","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3631","MVZ:Bird:190730","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3632","MVZ:Bird:190731","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3633","MVZ:Bird:190799","14848","18495 Lake Chabot Rd., Castro Valley","Calypte anna","Calypte","anna",NA,37.71058,-122.09432,"salvage","Calypte anna"
"3634","MVZ:Bird:190800","14848","1510 Oregon Street, Berkeley","Calypte anna","Calypte","anna",NA,37.85596,-122.2791,"salvage","Calypte anna"
"3635","MVZ:Bird:190801","14848","1085 Sterling Ave., Berkeley","Calypte anna","Calypte","anna",NA,37.89146,-122.25805,"salvage","Calypte anna"
"3636","MVZ:Bird:190802","14848","1115 Underhills Rd., Oakland","Calypte anna","Calypte","anna",NA,37.81036,-122.22689,"salvage","Calypte anna"
"3637","MVZ:Bird:190803","14848","7614 Greenly Drive, Oakland","Calypte anna","Calypte","anna",NA,37.77212,-122.16247,"salvage","Calypte anna"
"3638","MVZ:Bird:190804","14848","6201 Buena Vista Ave., Oakland","Calypte anna","Calypte","anna",NA,37.84361,-122.23133,"salvage","Calypte anna"
"3639","MVZ:Bird:190878","14848","Cedar Glenn Drive, Brentwood","Athene cunicularia hypugaea","Athene","cunicularia","hypugaea",37.97741,-121.70219,"salvage","Athene cunicularia"
"3640","MVZ:Bird:190879","14848","5066 Ray Ave., Castro Valley","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.70763,-122.06206,"salvage","Bubo virginianus"
"3641","MVZ:Bird:190880","14848","junction of Goecken Rd. and Altamont Pass Rd., Livermore","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.72482,-121.69216,"salvage","Bubo virginianus"
"3642","MVZ:Bird:190881","14848","El Charro Rd., Pleasanton","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.68779,-121.83915,"salvage","Bubo virginianus"
"3643","MVZ:Bird:190877","14848","Arnold Drive north of Sears Point, Sonoma","Tyto alba pratincola","Tyto","alba","pratincola",38.18060157,-122.4445581,"salvage","Tyto alba"
"3644","MVZ:Bird:190952","14848","600 F Street, Martinez","Psaltriparus minimus minimus","Psaltriparus","minimus","minimus",38.00058,-122.13082,"salvage","Psaltriparus minimus"
"3645","MVZ:Bird:190953","14848","3256 Hillview Lane, Lafayette","Psaltriparus minimus minimus","Psaltriparus","minimus","minimus",37.90717,-122.0989,"salvage","Psaltriparus minimus"
"3646","MVZ:Bird:190954","14848","3256 Hillview Lane, Lafayette","Psaltriparus minimus minimus","Psaltriparus","minimus","minimus",37.90717,-122.0989,"salvage","Psaltriparus minimus"
"3647","MVZ:Bird:190955","14848","Olympic Blvd. between North Villa Way and South Villa Way, Walnut Creek","Psaltriparus minimus minimus","Psaltriparus","minimus","minimus",37.889696,-122.068843,"salvage","Psaltriparus minimus"
"3648","MVZ:Bird:190732","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3649","MVZ:Bird:190733","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3650","MVZ:Bird:190734","14848","OK Corral Ostrich Farm, 8308 East Puritan Street, Oro Grande","Struthio camelus ssp.","Struthio","camelus","ssp.",34.6428545,-117.3473523,"salvage","Struthio camelus"
"3651","MVZ:Bird:190736","14848","Jack London Square, Oakland","Anas platyrhynchos platyrhynchos","Anas","platyrhynchos","platyrhynchos",37.7946649,-122.2771779,"salvage","Anas platyrhynchos"
"3652","MVZ:Bird:190805","14848","Riverview Middle School, 205 Pacifica Ave., Bay Point","Calypte anna","Calypte","anna",NA,38.03362,-121.96714,"salvage","Calypte anna"
"3653","MVZ:Bird:190806","14848","Los Medanos College, 2700 E Leland Rd., Pittsburg","Calypte anna","Calypte","anna",NA,38.00533,-121.8605,"salvage","Calypte anna"
"3654","MVZ:Bird:190807","14848","2713 Stamm Drive, Antioch","Calypte anna","Calypte","anna",NA,37.997,-121.79693,"salvage","Calypte anna"
"3655","MVZ:Bird:190808","14848","542 St. George Rd., Danville","Calypte anna","Calypte","anna",NA,37.79336,-121.96174,"salvage","Calypte anna"
"3656","MVZ:Bird:190809","14848","1837 Noemi Drive, Concord","Calypte anna","Calypte","anna",NA,37.98313,-122.00406,"salvage","Calypte anna"
"3657","MVZ:Bird:190882","14848","Concord High School, 4200 Concord Blvd., Concord","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.97839,-121.98758,"salvage","Bubo virginianus"
"3658","MVZ:Bird:190883","14848","near Angels Camp","Bubo virginianus pacificus","Bubo","virginianus","pacificus",38.072039,-120.549774,"salvage","Bubo virginianus"
"3659","MVZ:Bird:190884","14848","near Mitchell Drive and Lennon Lane, Walnut Creek","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.928012,-122.027524,"salvage","Megascops kennicottii"
"3660","MVZ:Bird:190885","14848","557 Brighton Way, Livermore","Falco sparverius sparverius","Falco","sparverius","sparverius",37.68929,-121.79393,"salvage","Falco sparverius"
"3661","MVZ:Bird:190886","14848","4222 Technology Drive, Livermore","Falco sparverius sparverius","Falco","sparverius","sparverius",37.69272,-121.74292,"salvage","Falco sparverius"
"3662","MVZ:Bird:190956","14848","2512 Pebble Beach Loop, Lafayette","Thryomanes bewickii spilurus","Thryomanes","bewickii","spilurus",37.95459,-122.10251,"salvage","Thryomanes bewickii"
"3663","MVZ:Bird:190957","14848","541 Brighton Way, Livermore","Turdus migratorius propinquus","Turdus","migratorius","propinquus",37.68931,-121.79431,"salvage","Turdus migratorius"
"3664","MVZ:Bird:190958","14848","4840 Tahoe Circle, Martinez","Turdus migratorius propinquus","Turdus","migratorius","propinquus",37.98515,-122.12379,"salvage","Turdus migratorius"
"3665","MVZ:Bird:190959","14848","1403 Casa Vallecita, Alamo","Turdus migratorius propinquus","Turdus","migratorius","propinquus",37.85957,-122.03528,"salvage","Turdus migratorius"
"3666","MVZ:Bird:190960","14848","158 High Street, Pacheco","Mimus polyglottos leucopterus","Mimus","polyglottos","leucopterus",37.97922,-122.07923,"salvage","Mimus polyglottos"
"3667","MVZ:Bird:190810","14848","1787 Thornwood Drive, Concord","Calypte anna","Calypte","anna",NA,37.9715,-121.97668,"salvage","Calypte anna"
"3668","MVZ:Bird:190811","14848","3346 Vaughn Rd., Lafayette","Calypte anna","Calypte","anna",NA,37.93438,-122.10356,"salvage","Calypte anna"
"3669","MVZ:Bird:190812","14848","Queen of Heaven Cemetery, 1965 Reliez Valley Rd., Lafayette","Calypte anna","Calypte","anna",NA,37.94419,-122.10639,"salvage","Calypte anna"
"3670","MVZ:Bird:190813","14848","70 Trailview Court, San Ramon","Calypte anna","Calypte","anna",NA,37.75421,-121.9643,"salvage","Calypte anna"
"3671","MVZ:Bird:190814","14848","Canyon Middle School, 19600 Cull Canyon Rd., Castro Valley","Trochilidae","Trochilidae",NA,NA,37.70559,-122.05183,"salvage","Trochilidae NA"
"3672","MVZ:Bird:190888","14848","Borges Ranch, 1035 Castle Rock Rd., Walnut Creek","Falco sparverius sparverius","Falco","sparverius","sparverius",37.890814,-122.002737,"salvage","Falco sparverius"
"3673","MVZ:Bird:190889","14848","2241 Trinity Place, Brentwood","Falco sparverius sparverius","Falco","sparverius","sparverius",37.95715,-121.72119,"salvage","Falco sparverius"
"3674","MVZ:Bird:190890","14848","1903 Meredith Court, Concord","Falco sparverius sparverius","Falco","sparverius","sparverius",37.95636,-121.94077,"salvage","Falco sparverius"
"3675","MVZ:Bird:190961","14848","1309 Horne Court, Brentwood","Mimus polyglottos leucopterus","Mimus","polyglottos","leucopterus",37.94833,-121.72048,"salvage","Mimus polyglottos"
"3676","MVZ:Bird:190962","14848","2460 Saxon Street, Martinez","Mimus polyglottos leucopterus","Mimus","polyglottos","leucopterus",38.00365,-122.11873,"salvage","Mimus polyglottos"
"3677","MVZ:Bird:190963","14848","2460 Saxon Street, Martinez","Mimus polyglottos leucopterus","Mimus","polyglottos","leucopterus",38.00365,-122.11873,"salvage","Mimus polyglottos"
"3678","MVZ:Bird:190964","14848","855 Minnesota Ave., Brentwood","Mimus polyglottos leucopterus","Mimus","polyglottos","leucopterus",37.93803,-121.71529,"salvage","Mimus polyglottos"
"3679","MVZ:Bird:190965","14848","1160 Portola Meadow Rd., Livermore","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.69305,-121.7778,"salvage","Haemorhous mexicanus"
"3680","MVZ:Bird:190742","14848","junction of Mines Rd. and Del Valle Rd., Livermore","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.622118,-121.702805,"salvage","Callipepla californica"
"3681","MVZ:Bird:190741","14848","Elkhorn Slough Visitors Center, 1700 Elkhorn Rd., Castroville","Melanitta perspicillata","Melanitta","perspicillata",NA,36.816708,-121.728776,"salvage","Melanitta perspicillata"
"3682","MVZ:Bird:190815","14848","2600 Camino Ramon, San Ramon","Fulica americana americana","Fulica","americana","americana",37.76574,-121.96311,"salvage","Fulica americana"
"3683","MVZ:Bird:190816","14848","Carmel Beach, Carmel-By-The-Sea","Fulica americana americana","Fulica","americana","americana",36.55216,-121.92988,"salvage","Fulica americana"
"3684","MVZ:Bird:190817","14848","898 Hellam Street, Monterey","Ptychoramphus aleuticus aleuticus","Ptychoramphus","aleuticus","aleuticus",36.6026,-121.90168,"salvage","Ptychoramphus aleuticus"
"3685","MVZ:Bird:190818","14848","Sunset Drive, Pacific Grove","Uria aalge californica","Uria","aalge","californica",36.61598,-121.93436,"salvage","Uria aalge"
"3686","MVZ:Bird:190819","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3687","MVZ:Bird:190892","14848","Highway 121, 2 mi N Sonoma Raceway (formerly Infineon Raceway) across from Circle Bar Ranch, Sonoma","Falco sparverius sparverius","Falco","sparverius","sparverius",38.201146,-122.447882,"salvage","Falco sparverius"
"3688","MVZ:Bird:190893","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3689","MVZ:Bird:190894","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3690","MVZ:Bird:190895","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3691","MVZ:Bird:190891","14848","1984 Chardonnay Drive, Oakley","Falco sparverius sparverius","Falco","sparverius","sparverius",37.99516,-121.72994,"salvage","Falco sparverius"
"3692","MVZ:Bird:190966","14848","Ballena Isle Marina, Alameda","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.76732,-122.28772,"salvage","Haemorhous mexicanus"
"3693","MVZ:Bird:190967","14848","7836 Eureka Ave., El Cerrito","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.91087,-122.28838,"salvage","Haemorhous mexicanus"
"3694","MVZ:Bird:190968","14848","1221 Roanwood Way, Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.9395,-121.94511,"salvage","Haemorhous mexicanus"
"3695","MVZ:Bird:190970","14848","906 Natoma Court, Discovery Bay","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.92633,-121.62062,"salvage","Haemorhous mexicanus"
"3696","MVZ:Bird:190747","14848","1805 Piedras Circle, Alamo","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.8488095,-121.9668183,"salvage","Callipepla californica"
"3697","MVZ:Bird:190749","14848","1122 Orchard Rd., Lafayette","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.8987009,-122.1210651,"salvage","Callipepla californica"
"3698","MVZ:Bird:190820","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3699","MVZ:Bird:190821","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3700","MVZ:Bird:190822","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3701","MVZ:Bird:190823","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3702","MVZ:Bird:190824","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3703","MVZ:Bird:190896","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3704","MVZ:Bird:190897","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3705","MVZ:Bird:190898","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3706","MVZ:Bird:190899","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3707","MVZ:Bird:190900","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3708","MVZ:Bird:190971","14848","2087 Norse Drive, Pleasant Hill","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.96652,-122.07556,"salvage","Haemorhous mexicanus"
"3709","MVZ:Bird:190972","14848","564 Merriewood Drive, Lafayette","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.86408,-122.09231,"salvage","Haemorhous mexicanus"
"3710","MVZ:Bird:190973","14848","junction of Mohr Lane and Nuala Street, Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.93965,-122.04556,"salvage","Haemorhous mexicanus"
"3711","MVZ:Bird:190974","14848","3276 Tioga Rd., Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.96281,-122.02574,"salvage","Haemorhous mexicanus"
"3712","MVZ:Bird:190751","14848","206 Majorca Drive, San Ramon","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.766279,-121.9425337,"salvage","Callipepla californica"
"3713","MVZ:Bird:190752","14848","5222 Marvue Circle, Concord","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.9476207,-121.9651965,"salvage","Callipepla californica"
"3714","MVZ:Bird:190753","14848","585 Garland Way, Brentwood","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.9340593,-121.7247336,"salvage","Callipepla californica"
"3715","MVZ:Bird:190754","14848","Nortonville off Golf Course Rd., Antioch","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.963959,-121.809001,"salvage","Callipepla californica"
"3716","MVZ:Bird:190825","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3717","MVZ:Bird:190826","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3718","MVZ:Bird:190827","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3719","MVZ:Bird:190828","14848","salt ponds immediately West of Coyote Hills Regional Park","Larus californicus californicus","Larus","californicus","californicus",37.546415,-122.103691,"salvage","Larus californicus"
"3720","MVZ:Bird:190829","14848","1331 Eastshore Highway, Berkeley","Larus occidentalis occidentalis","Larus","occidentalis","occidentalis",37.87676,-122.30575,"salvage","Larus occidentalis"
"3721","MVZ:Bird:190901","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3722","MVZ:Bird:190902","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3723","MVZ:Bird:190903","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3724","MVZ:Bird:190904","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3725","MVZ:Bird:190905","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3726","MVZ:Bird:190976","14848","610 Joshua Street, Oakley","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.97698,-121.72914,"salvage","Haemorhous mexicanus"
"3727","MVZ:Bird:190977","14848","Hope Ave., Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.965353,-122.000179,"salvage","Haemorhous mexicanus"
"3728","MVZ:Bird:190978","14848","281 Montecillo Drive, Walnut Creek","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.87682,-122.06565,"salvage","Haemorhous mexicanus"
"3729","MVZ:Bird:190979","14848","706 St. Mary's Rd., Lafayette","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.8758,-122.09867,"salvage","Haemorhous mexicanus"
"3730","MVZ:Bird:190980","14848","1865 Oak Park Blvd. #2, Pleasant Hill","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.93344,-122.07242,"salvage","Haemorhous mexicanus"
"3731","MVZ:Bird:190755","14848","Nortonville off Golf Course Rd., Antioch","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.963959,-121.809001,"salvage","Callipepla californica"
"3732","MVZ:Bird:190830","14848","Carmelo Street, Carmel-By-The-Sea","Larus occidentalis wymani","Larus","occidentalis","wymani",36.54776,-121.92695,"salvage","Larus occidentalis"
"3733","MVZ:Bird:190831","14848","449 Alvarado Street, Monterey","Larus occidentalis wymani","Larus","occidentalis","wymani",36.59872,-121.89429,"salvage","Larus occidentalis"
"3734","MVZ:Bird:190832","14848","99 Pacific Street, Monterey","Larus occidentalis wymani","Larus","occidentalis","wymani",36.60389,-121.89493,"salvage","Larus occidentalis"
"3735","MVZ:Bird:190833","14848","Del Monte Beach, Monterey","Gavia adamsii","Gavia","adamsii",NA,36.60485,-121.86904,"salvage","Gavia adamsii"
"3736","MVZ:Bird:190834","14848","Del Monte Beach, Monterey","Gavia adamsii","Gavia","adamsii",NA,36.60485,-121.86904,"salvage","Gavia adamsii"
"3737","MVZ:Bird:190906","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3738","MVZ:Bird:190907","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3739","MVZ:Bird:190908","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3740","MVZ:Bird:190909","14848","Avian Resources, San Dimas","Pyrrhura molinae","Pyrrhura","molinae",NA,34.116056,-117.806039,"salvage","Pyrrhura molinae"
"3741","MVZ:Bird:190981","14848","5398 Aspenwood Court, Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.92803,-121.96841,"salvage","Haemorhous mexicanus"
"3742","MVZ:Bird:190982","14848","1 Sun Valley Mall, Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.96718,-122.06067,"salvage","Haemorhous mexicanus"
"3743","MVZ:Bird:190983","14848","1885 Granada Drive, Concord","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.98511,-122.00935,"salvage","Haemorhous mexicanus"
