"","guid","accn_number","verbatim_date","spec_locality","count"
"863","UCSC:Bird:480","1","20-Jun-05","North America, United States, California, Santa Cruz County",1
"864","UCSC:Bird:511","1","7-Jan-00","UCSC campus at Hagar Drive nearEast Remote parking.",1
"865","UCSC:Bird:515","1","Summer 2000","North America, United States, California, Santa Cruz County",1
"866","UCSC:Bird:517","1","8-Nov-00","Swift St. between Delaware and Modesto.",1
"867","UCSC:Bird:530","1","15-Jul-00","Bonny Doon",1
"868","UCSC:Bird:531","1","15-Jul-00","Bonny Doon",1
"869","UCSC:Bird:536","1","21-Dec-00","Sebastapol, Occidental Rd.",1
"870","UCSC:Bird:537","1","14-Feb-00","Last Chance Rd.",1
"871","UCSC:Bird:542","1","1-Jul-00","Big Sur: Bixby Canyon",1
"872","UCSC:Bird:551","1","9-Apr-00","North America, United States, California, Santa Cruz County",1
"873","UCSC:Bird:561","1","26-Mar-01","San JoaquinExperimental Range: next to barracks",1
"874","UCSC:Bird:562","1","7-Feb-00","Carmel Vally Rd. ; mile 25 (DOR)",1
"875","UCSC:Bird:567","1","22-Jan-00","Carmel, Carmel Valley Rd. mile 30",1
"876","UCSC:Bird:569","1","28-Nov-01","UCSC campus.Earth and Marine Sciences bldg s. side.",1
"877","UCSC:Bird:570","1","14-Jun-01","Pescadero Marsh",1
"878","UCSC:Bird:582","1","1-Jul-00","Bonny Doon: Nichols Dr.",1
"879","UCSC:Bird:583","1","2-Jan-00","Capitola, 108 Monterey Ave.",1
"880","UCSC:Bird:584","1","18-Jan-02","Younglove Ave. 2 houses N. of Wilkes Cir.",1
"881","UCSC:Bird:587","1","16-May-01","Soquel",1
"882","UCSC:Bird:588","1","1-Oct-01","Moss Landing, DukeEnergy Power Plant",1
"883","UCSC:Bird:592","1","14-Jan-02","Ponderosa Hills20590 Mt. Provo rd.; T2N, R16E, Sec. 22",1
"884","UCSC:Bird:593","1","3-Apr-00","Moss landing, Marine lab parking lot",1
"885","UCSC:Bird:599","1","23-Jan-02","Ponderosa Hills: 20590 Mt. Provo Rd. T2N, R16E Sec 22",1
"886","UCSC:Bird:603","1","1-Mar-02","Santa Cruz,Empire Grade",1
"887","UCSC:Bird:606","1","30-Jul-02","UCSCEarth and Marine Building",1
"888","UCSC:Bird:614","1","15-Jan-02","Sylman Convention Center, San Fernando Valley",1
"889","UCSC:Bird:619","1","24-Feb-03","Sims Rd, Santa Cruz",1
"890","UCSC:Bird:622","1","1-Jan-01","Arastraville, 20590 Mt. Provo Rd",1
"891","UCSC:Bird:623","1","9-Oct-03","Santa Cruz, UCSC campus",1
"892","UCSC:Bird:626","1","16-Oct-03","Santa Cruz, UCSC campus",1
"893","UCSC:Bird:627","1","21-Nov-01","Sacramento National Wildlife Refuge",1
"894","UCSC:Bird:632","1","5-Apr-03","Matilija Canyon, Ojai",1
"895","UCSC:Bird:639","1","27-Feb-02","Andrew Molera State Park, Big Sur",1
"896","UCSC:Bird:641","1","26-Oct-03","Harkin's Slough, Watsonville",1
"897","UCSC:Bird:650","1","11-Jan-02","Staten Island",1
"898","UCSC:Bird:652","1","17-Dec-03","Whispering Pines Rd, Scotts Valley",1
"899","UCSC:Bird:653","1","26-Jan-04","Los Gatos",1
"900","UCSC:Bird:654","1","26-Jan-04","Coolidge Rd, UCSC",1
"901","UCSC:Bird:655","1","20-Jan-04","Wilder Ranch State Park Beach",1
"902","UCSC:Bird:664","1","12-Feb-01","Santa Cruz: High and Spring streets",1
"903","UCSC:Bird:665","1","16-Apr-03","Moss Landing: ML Marine Lab",1
"904","UCSC:Bird:670","1","21-Jan-00","Moss Landing: ML Marine Lab",1
"905","UCSC:Bird:672","1","9-Aug-00","Santa Cruz: Northrop Pl.",1
"906","UCSC:Bird:673","1","Winter 2004","Santa Cruz",1
"907","UCSC:Bird:674","1","25-Apr-04","Santa Cruz: SE corner High & Spring streets",1
"908","UCSC:Bird:676","1","20-Apr-04","Sunset State Beach",1
"909","UCSC:Bird:677","1","31-Mar-04","Aptos: 7979 Soquel Dr. above Aptos Creek",1
"910","UCSC:Bird:684","1","29-Apr-04","Prather: Morgan Canyon: 1,100 ft.Elev.",1
"911","UCSC:Bird:685","1","14-Aug-04","Prather: Morgan Canyon: 30705 Pennyroyal ln.",1
"912","UCSC:Bird:686","1","31-May-04","Watts Valley: 30400 Watts Valley Road",1
"913","UCSC:Bird:689","1","2-Feb-02","Capitola: 435 Monterey Ave.",1
"914","UCSC:Bird:690","1","29-Nov-04","Santa Cruz: UCSC: Stevenson Academic 175",1
"915","UCSC:Bird:692","1","16-Apr-05","Bay st. btwn King & Nobel",1
"916","UCSC:Bird:693","1","24-Mar-05","Sunset State Beach",1
"917","UCSC:Bird:694","1","24-Mar-05","Sunset State Beach",1
"918","UCSC:Bird:695","1","9-Jan-00","Soquel: Cherryvale Ave.",1
"919","UCSC:Bird:696","1","27-Dec-03","Greyhound Rock",1
"920","UCSC:Bird:697","1","26-Sep-01","Santa Cruz: 1665 Branciforte ave.",1
"921","UCSC:Bird:700","1","7-Nov-04","Seaside: Del Monte Beach",1
"922","UCSC:Bird:701","1","13-Sep-05","Southeast Farallon Island",1
"923","UCSC:Bird:703","1","28-Dec-04","Chapel Hill: 107 Hunter Hill rd.",1
"924","UCSC:Bird:705","1","28-Oct-05","Big Sur: Andrew Molera State Park: Big Sur Ornithology Lab: Net 19",1
"925","UCSC:Bird:709","1","12-Nov-02","Hollister: N. of Fraser Lake Airport",1
"926","UCSC:Bird:712","1","15-Aug-04","Santa Cruz: Spring st./Laurent",1
"927","UCSC:Bird:713","1","Winter 2003","Santa Cruz",1
"928","UCSC:Bird:717","1","23-Feb-06","Santa Cruz: UCSC: Soc. Sci. 1 bldg.",1
"929","UCSC:Bird:736","1","28-Nov-01","Santa Cruz: 333 Castle Dr.",1
"930","UCSC:Bird:737","1","21-Jun-04","Kern River Preserve",1
"931","UCSC:Bird:739","1","26-Jun-05","Santa Cruz: Hagemann Ave.",1
"932","UCSC:Bird:741","1","1-Jul-04","Benton Hot Springs",1
"933","UCSC:Bird:743","1","10-Sep-04","BIg Sur: Andrew Molera State Park: BIg Sur River",1
"934","UCSC:Bird:747","1","4-May-06","Santa Cruz: UCSC: Interdisciplinary Science Bldg.",1
"935","UCSC:Bird:753","1","3-Dec-03","Santa Cruz: UCSC",1
"936","UCSC:Bird:755","1","8-Apr-06","Santa Rosa: Franz Valley Rd.: Pepperwood Reserve",1
"937","UCSC:Bird:768","1","26-May-06","Moss Landing: Elkhorn Slough: TNC property",1
"938","UCSC:Bird:770","1","17-Apr-01","Big Sur: Andrew Molera State Park: Big Sur Ornithology Lab: Net 7",1
"939","UCSC:Bird:773","1","1-Jun-02","Eastern Fresno Co.",1
"940","UCSC:Bird:775","1","10-Nov-01","Avery: 950 Dogwood ln.",1
"941","UCSC:Bird:780","1","9-Apr-06","Santa Rosa: Franz Valley Rd., Pepperwood Reserve",1
"942","UCSC:Bird:784","1","3-Dec-01","Santa Cruz: UCSC: Farm",1
"943","UCSC:Bird:791","1","31-Jul-02","Santa Cruz: UCSC",1
"944","UCSC:Bird:792","1","4-Apr-06","49 km w. of Fresno; UTM 105073966 S/4088940 NAD 27",1
"945","UCSC:Bird:793","1","4-Jul-06","Bonny Doon: Empire Grade & Wild Iris Lane",1
"946","UCSC:Bird:794","1","8-May-05","Prather: Morgan Canyon",1
"947","UCSC:Bird:796","1","5-May-06","Fresno wastewater treatment plant, Jensen & Cornelia aves.",1
"948","UCSC:Bird:797","1","6-Mar-05","Ben Lomond: 1325 Quail Hollow Rd.",1
"949","UCSC:Bird:798","1","2-Dec-04","Bonny Doon: Towhee ln.",1
"950","UCSC:Bird:799","1","26-Jan-05","Prather: Morgan Canyon",1
"951","UCSC:Bird:811","1","18-Feb-03","Santa Cruz: UCSC: Faculty Housing",1
"952","UCSC:Bird:812","1","27-May-04","Soquel: Laurel Glen& Old San Jose Rd.",1
"953","UCSC:Bird:819","1","2004","Unknown",1
"954","UCSC:Bird:823","1","31-May-06","Oakhurst: Episcopal Conference Center",1
"955","UCSC:Bird:826","1","7-Dec-05","Mendota Wildlife Area",1
"956","UCSC:Bird:829","1","2001","Ponderosa Hills: 20590 Provo Mtn. Rd.",1
"957","UCSC:Bird:830","1","13-Nov-03","Moss Landing Marine Lab",1
"958","UCSC:Bird:843","1","28-Mar-04","Santa Cruz: Empire Grade at UCSC Arboretum",1
"959","UCSC:Bird:847","1","5-May-06","Fresno Wastewater Treatment Plant",1
"960","UCSC:Bird:848","1","5-May-06","Fresno Wastewater Treatment Plant",1
"961","UCSC:Bird:856","1","4-Jan-05","Santa Cruz: UCSC",1
"962","UCSC:Bird:862","1","29-Nov-04","Santa Cruz: Long Marine Lab",1
"963","UCSC:Bird:865","1","4-Apr-02","Moss Landing: Jetty Rd.",1
"964","UCSC:Bird:866","1","23-Oct-02","Santa Cruz: 333 Castle Dr.",1
"965","UCSC:Bird:873","1","26-Aug-04","Corner of Laurel Glen Rd. & Old San Jose Rd.",1
"966","UCSC:Bird:874","1","5-May-06","Fresno Wastewater Treatment Plant: Jensen & Cornelia Aves.",1
"967","UCSC:Bird:879","1","14-Jun-05","Chowchilla: Bypass near Ave. 7",1
"968","UCSC:Bird:880","1","21-Jan-05","Watsonville: 42 Hangar way",1
"969","UCSC:Bird:883","1","21-Sep-06","Santa Cruz: UCSC near Baskin Engineering",1
"970","UCSC:Bird:884","1","4-Sep-03","Santa Cruz: Seacliff Beach",1
"971","UCSC:Bird:885","1","31-May-06","Prather: Morgan Canyon: 30705 Pennyroyal Lane",1
"972","UCSC:Bird:886","1","8-Apr-04","Old San Jose Rd.",1
"973","UCSC:Bird:887","1","3-Feb-05","Santa Cruz: UCSC: ISB",1
"974","UCSC:Bird:896","1","11-Feb-03","Watsonville: 720 Oregon St.",1
"975","UCSC:Bird:900","1","15-Apr-02","Sierra National Forest: Blue Canyon Work Station",1
"976","UCSC:Bird:905","1","2002","Ponderosa Hills: T. 2N R16E sec 22",1
"977","UCSC:Bird:907","1","16-May-01","San Jose: 6130 Springer Way",1
"978","UCSC:Bird:915","1","4-Jan-05","UCSC",1
"979","UCSC:Bird:916","1","8-Jun-02","Santa Cruz: UCSC: EMS Building",1
"980","UCSC:Bird:918","1","2-Oct-01","Watsonville: 720 Oregon st.",1
"981","UCSC:Bird:921","1","15-Dec-05","Watts Valley",1
"982","UCSC:Bird:928","1","31-May-03","Santa Cruz: 333 Castle dr.",1
"983","UCSC:Bird:930","1","26-Nov-05","Santa Cruz: Stephen st. & Emeline ave.",1
"984","UCSC:Bird:931","1","31-May-03","Santa Cruz: 333 Castle dr.",1
"985","UCSC:Bird:950","1","5-Dec-06","Bonny Doon: 1987 Smith Grade",1
"986","UCSC:Bird:952","1","3-Feb-00","Long Marine Lab",1
"987","UCSC:Bird:953","1","12-Jan-07","UCSC Media Theatre",1
"988","UCSC:Bird:965","1","24-Jan-07","Corralitos: Hames Road",1
"989","UCSC:Bird:969","1","24-Oct-03","UCSC",1
"990","UCSC:Bird:978","1","22-Sep-04","Santa Cruz: 1701 Branciforte Dr.",1
"991","UCSC:Bird:980","1","26-Sep-03","Pacific Grove: MLSB",1
"992","UCSC:Bird:981","1","Fall 2003","Santa Cruz: UCSC: Science Hill",1
"993","UCSC:Bird:985","1","17-Jan-02","Bonny Doon",1
"994","UCSC:Bird:986","1","22-Aug-04","Santa Cruz: 1701 Branciforte Dr.",1
"995","UCSC:Bird:988","1","24-Nov-03","Prather: Morgan Canyon",1
"996","UCSC:Bird:989","1","25-Sep-03","Santa Cruz: UCSC: Porter Meadow",1
"997","UCSC:Bird:995","1","12-Jul-05","Zmudowski State Beach",1
"998","UCSC:Bird:997","1","1-Apr-05","Soquel: Old San Jose Rd. & Soquel Rd.",1
"999","UCSC:Bird:998","1","15-Jan-05","Capitola",1
"1000","UCSC:Bird:999","1","1-Mar-07","Salinas River mouth",1
"1001","UMNH:Bird:23017","0","7/23/2000","Camarillo",1
"1002","UMNH:Bird:23180","0","12/15/2002","North Putah Creek",1
"1003","UMNH:Bird:23202","2003.VZ1","7/28/2001","10 mi S Davis Creek",1
"1004","UMNH:Bird:23220","2003.VZ1","7/29/2001","Goose Lake at southern causeway",1
"1005","UMNH:Bird:23221","2003.VZ1","7/29/2001","Goose Lake at southern causeway",1
"1006","UMNH:Bird:23267","0","7/28/2001","10 mi S Davis Creek",1
"1007","UMNH:Bird:23268","0","7/28/2001","10 mi S Davis Creek",1
"1008","UMNH:Bird:23404","2007.VZ1","7/29/2001","Goose Lake at southern causeway",1
"1009","UMNH:Bird:23407","2007.VZ1","7/28/2001","10 mi S Davis Creek",1
"1010","UMNH:Bird:23426","2007.VZ1","7/27/2003","Eable Lake",1
"1011","UMNH:Bird:23447","2007.VZ1","7/2/2004","Carpinteria",1
"1012","UMNH:Bird:23448","2007.VZ1","7/3/2004","Ventura",1
"1013","UMNH:Bird:23449","2007.VZ1","7/3/2004","Ventura",1
"1014","UMNH:Bird:23452","2007.VZ1","8/24/2003","15 mi N Oroville",1
"1015","UMNH:Bird:23453","2007.VZ1","8/3/2003","10 mi N Oroville",1
"1016","UMNH:Bird:23454","2007.VZ1","3/15/2002","Sutter Buttes",1
"1017","UMNH:Bird:23456","2007.VZ1","11/2/2001","Chico",1
"1018","UMNH:Bird:23458","2007.VZ1","1/31/2003","1 mi N Chico",1
"1019","UMNH:Bird:23460","2007.VZ1","10/17/2002","Colton",1
"1020","UMNH:Bird:23461","2007.VZ1","7/27/2004","Eable Lake",1
"1021","UMNH:Bird:23462","2007.VZ1","7/29/2004","Eable Lake",1
"1022","UMNH:Bird:23463","2007.VZ1","7/29/2004","Eable Lake",1
"1023","UMNH:Bird:23508","2007.VZ1","7/25/2005","Eagle Lake",1
"1024","UMNH:Bird:23509","2007.VZ1","7/25/2005","Eagle Lake",1
"1025","UMNH:Bird:23510","2007.VZ1","10/2/2004","Eagle Lake, near Goose Island",1
"1026","UMNH:Bird:23513","2007.VZ1","10/3/2004","Eable Lake",1
"1027","UMNH:Bird:23514","2007.VZ1","7/28/2005","Eable Lake",1
"1028","UMNH:Bird:23515","2007.VZ1","7/24/2005","Eable Lake",1
"1029","UMNH:Bird:23536","2007.VZ1","10/3/2003","O'Neill Wildlife Area",1
"1030","UMNH:Bird:23573","2008.VZ1","3/11/2004","2 mi S Chico",1
"1031","UMNH:Bird:23592","2008.VZ1","7/23/2006","13 mi N, 2 mi W Susanville",1
"1032","UMNH:Bird:23631","2008.VZ1","7/25/2006","Eable Lake",1
"1033","UMNH:Bird:23632","2008.VZ1","12/11/2006","Sacramento National Wildlife Refuge",1
"1034","UMNH:Bird:23633","2008.VZ1","12/11/2006","Sacramento National Wildlife Refuge",1
"1035","UMNH:Bird:23635","2008.VZ1","7/27/2006","Eable Lake",1
"1036","UMNH:Bird:23642","2008.VZ1","7/27/2006","Eable Lake",1
"1037","UMNH:Bird:23644","2008.VZ1","7/27/2006","Eable Lake",1
"1038","UMNH:Bird:23647","2008.VZ1","7/31/2004","5 mi E Cederville",1
"1039","UMNH:Bird:23689","0","5/10/2004","Cohasset",1
"1040","UMNH:Bird:23733","2013.VZ1","3/27/2008","Prunedale",1
"1041","UMNH:Bird:23757","2013.VZ1","7/25/2008","Eable Lake",1
"1042","UMNH:Bird:23762","2013.VZ1","7/23/2005","Eable Lake",1
"1043","UTEP:Bird:1840","9999.1","1/21/2001","Chico, Benito Road",1
"1044","UTEP:Bird:1861","9999.1","Collected in fall of 2000","Chico, Butte Creek Canyon",1
"1045","UTEP:Bird:1864","9999.1","1/21/2001","Chico, Benito Road",1
"1046","UTEP:Bird:1871","9999.1","Collected Sept - Nov. 2000","Sacramento National Wildlife Refuge",1
"1047","UTEP:Bird:1917","9999.1","1/13/2000","Sacramento River National Wildlife Refuge, Llano Seco Unit, Tract 6",1
"1048","UTEP:Bird:1918","9999.1","<2001/00/0","Sacramento National Wildlife Refuge",1
"1049","UTEP:Bird:1919","9999.1","<2000/00/0","Sacramento National Wildlife Refuge",1
"1050","UTEP:Bird:2002","9999.1","4/7/2000","Chico, Chico State University, Holt Hall",1
"1051","UTEP:Bird:2055","9999.1","5/27/2003","San Quentin Prison",1
"1052","UTEP:Bird:2057","9999.1","3/3/2000","Ano Nuevo Island",1
"1053","UTEP:Bird:2061","9999.1","3/22/2003","San Rafael",1
"1054","UTEP:Bird:2063","9999.1","4/14/2000","Pinyon Crest",1
"1055","UTEP:Bird:2068","9999.1","3/30/2003","San Rafael",1
"1056","UTEP:Bird:2072","9999.1","2002-2003","No data",1
"1057","UTEP:Bird:2073","9999.1","2002-2003","No data",1
"1058","UTEP:Bird:2075","9999.1","FALL 2002 - WINTER 2003","Chico, Bidwell Park",1
"1059","UTEP:Bird:2088","9999.1","2003, FALL","Sacramento National Wildlife Refuge",1
"1060","UTEP:Bird:2093","9999.1","2002-2003","No data",1
"1061","UTEP:Bird:2107","9999.1","2002-2003","No data",1
"1062","UTEP:Bird:2108","9999.1","2002-2003","No data",1
"1063","UTEP:Bird:2109","9999.1","2002-2003","No data",1
"1064","UTEP:Bird:2112","9999.1","2002-2003","No data",1
"1065","UTEP:Bird:2113","9999.1","2002-2003","No data",1
"1066","UTEP:Bird:2114","9999.1","3/11/2003","San Anselmo, 510 Sequoia",1
"1067","UTEP:Bird:2117","9999.1","5/13/2003","Novato",1
"1068","UTEP:Bird:2121","9999.1","3/3/2000","Ano Nuevo Island",1
"1069","UTEP:Bird:2122","9999.1","5/1/2003","Tiburon",1
"1070","UTEP:Bird:2127","9999.1","7/2/2003","Tiburon",1
"1071","UTEP:Bird:2144","9999.1","5/11/2003","San Anselmo",1
"1072","UTEP:Bird:2147","9999.1","4/6/2003","San Rafael",1
"1073","UTEP:Bird:2148","9999.1","9/27/2003","Rayhouse Ridge, Fiske Lake, Site 2",1
"1074","UTEP:Bird:2154","9999.1","5/24/2003","Mill Valley",1
"1075","UTEP:Bird:2159","9999.1","11/4/2003","Belvedere Court, 81 Acacia Avenue",1
"1076","UTEP:Bird:2162","9999.1","6/6/2003","Novato, Blackpoint Freeway 37",1
"1077","UTEP:Bird:2171","9999.1","1/12/2004","Delevan National Wildlife Refuge, on 4-Mile",1
"1078","UTEP:Bird:2172","9999.1","12/3/2002","Sacramento National Wildlife Refuge Complex",1
"1079","UTEP:Bird:2173","9999.1","2/11/2002","Sutter National Wildlife Refuge, T20.2",1
"1080","UTEP:Bird:2188","9999.1","4/21/2003","Kentfield",1
"1081","UTEP:Bird:2191","9999.1","3/11/2003","San Rafael",1
"1082","UTEP:Bird:2192","9999.1","10/30/2003","San Rafael, 122 Clarinda",1
"1083","UTEP:Bird:2198","9999.1","3/27/2000","Deep Canyon Research Center",1
"1084","UTEP:Bird:2214","9999.1","10/25/2004","Sacramento National Wildlife Refuge, P-7A.1",1
"1085","UTEP:Bird:2215","9999.1","9/8/2004","Delevan National Wildlife Refuge, T16",1
"1086","UTEP:Bird:2221","9999.1","9/8/2004","Delevan National Wildlife Refuge, T16",1
"1087","UTEP:Bird:2236","9999.1","1/14/2001","Sacramento River",1
"1088","UTEP:Bird:2237","9999.1","Collection date on tag with bird ""4/05/2004""","Butte Sink National Wildlife Refuge",1
"1089","UTEP:Bird:2588","9999.1","9/18/2008","Humboldt Bay, North Jetty",1
"1090","UTEP:Bird:2623","9999.1","9/5/2008","Arcata, Humboldt State University, Science Building",1
"1091","UTEP:Bird:2668","9999.1","2005","Navarro",1
"1092","UTEP:Bird:2766","9999.1","Hatched 15 May 2007, died 12 Dec 2008","Hatched at Koford'S Ridge, Hopper Mountain",1
"1093","UTEP:Bird:2767","9999.1","Hatched 25 Mar 2006, died 16 June 2006","Hatched In Hopper Canyon",1
"1094","UTEP:Bird:2865","9999.1","2/23/2009","Long Beach",1
"1095","UTEP:Bird:2866","9999.1","2/20/2009","Los Angeles",1
"1096","UTEP:Bird:2880","9999.1","2009/04/29 (DIED)","Windsor",1
"1097","UTEP:Bird:2900","9999.1","12/7/2004","No specific locality",1
"1098","UWYMV:Bird:3177","160","3-Feb-16","Corrals on Mitsui Ranch, Sonoma Mountain, 5 mi E of Petaluma",1
